,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
788,TXN_3279039,Cake,4,3.0,12.0,Credit Card,In-store,2023-06-26
789,TXN_3282436,Salad,5,5.0,25.0,Credit Card,In-store,2023-12-14
790,TXN_3283631,Sandwich,2,4.0,8.0,Credit Card,In-store,2023-03-15
791,TXN_3286932,Cookie,1,1.0,1.0,Digital Wallet,Takeaway,2023-07-11
792,TXN_3290872,Cake,2,3.0,6.0,Credit Card,In-store,2023-06-13
793,TXN_3291900,Smoothie,4,4.0,16.0,Cash,Takeaway,2023-05-04
794,TXN_3296152,Salad,3,5.0,15.0,Credit Card,In-store,2023-10-20
795,TXN_3300171,Cookie,5,1.0,5.0,Credit Card,In-store,2023-02-14
796,TXN_3303114,Salad,4,5.0,20.0,Credit Card,In-store,2023-06-18
797,TXN_3305132,Cake,4,3.0,12.0,Credit Card,Takeaway,2023-01-30
798,TXN_3311860,Juice,1,3.0,3.0,Digital Wallet,In-store,2023-11-21
799,TXN_3312653,Cookie,5,1.0,5.0,Cash,Takeaway,2023-12-09
800,TXN_3312690,Cookie,3,1.0,3.0,Credit Card,In-store,2023-03-01
801,TXN_3313000,Coffee,5,2.0,10.0,Credit Card,In-store,2023-01-08
802,TXN_3313534,Cookie,2,1.0,2.0,Digital Wallet,In-store,2023-01-05
803,TXN_3315467,Sandwich,2,4.0,8.0,Digital Wallet,Takeaway,2023-11-17
804,TXN_3326110,Coffee,2,2.0,4.0,Credit Card,Takeaway,2023-08-13
805,TXN_3326626,Cake,2,3.0,6.0,Cash,Takeaway,2023-09-26
806,TXN_3330687,Cake,5,3.0,15.0,Cash,In-store,2023-12-26
807,TXN_3341779,Tea,3,1.5,4.5,Cash,Takeaway,2023-07-30
808,TXN_3342106,Sandwich,1,4.0,4.0,Credit Card,In-store,2023-01-14
809,TXN_3343585,Cake,1,3.0,3.0,Cash,In-store,2023-09-17
810,TXN_3344089,Sandwich,4,4.0,16.0,Cash,In-store,2023-08-10
811,TXN_3353615,Coffee,4,2.0,8.0,Credit Card,Takeaway,2023-07-24
812,TXN_3358494,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-06-22
813,TXN_3359704,Salad,3,5.0,15.0,Digital Wallet,In-store,2023-07-23
814,TXN_3364751,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,2023-04-12
815,TXN_3365018,Juice,5,3.0,15.0,Cash,Takeaway,2023-02-06
816,TXN_3369191,Cookie,5,1.0,5.0,Cash,Takeaway,2023-02-07
817,TXN_3373078,Smoothie,4,4.0,16.0,Digital Wallet,In-store,2023-12-01
818,TXN_3377626,Cookie,5,1.0,5.0,Cash,In-store,2023-07-23
819,TXN_3380698,Coffee,3,2.0,6.0,Credit Card,Takeaway,2023-12-15
820,TXN_3381656,Cake,5,3.0,15.0,Cash,Takeaway,2023-10-26
821,TXN_3383926,Cake,3,3.0,9.0,Cash,Takeaway,2023-07-08
822,TXN_3385167,Tea,3,1.5,4.5,Cash,In-store,2023-04-26
823,TXN_3386311,Juice,1,3.0,3.0,Cash,In-store,2023-11-30
824,TXN_3390882,Sandwich,3,4.0,12.0,Credit Card,In-store,2023-07-03
825,TXN_3392848,Cake,2,3.0,6.0,Cash,In-store,2023-04-03
826,TXN_3394874,Coffee,4,2.0,8.0,Credit Card,Takeaway,2023-06-18
827,TXN_3396099,Coffee,1,2.0,2.0,Digital Wallet,In-store,2023-04-06
828,TXN_3397609,Smoothie,2,4.0,8.0,Digital Wallet,In-store,2023-07-22
829,TXN_3397978,Smoothie,5,4.0,20.0,Digital Wallet,In-store,2023-08-01
830,TXN_3399636,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-08-07
831,TXN_3407169,Sandwich,2,4.0,8.0,Cash,In-store,2023-03-11
832,TXN_3413156,Juice,1,3.0,3.0,Credit Card,In-store,2023-10-16
833,TXN_3419352,Salad,3,5.0,15.0,Digital Wallet,In-store,2023-10-22
834,TXN_3420633,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-04-11
835,TXN_3421079,Smoothie,1,4.0,4.0,Credit Card,In-store,2023-12-18
836,TXN_3422759,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-02-19
837,TXN_3426338,Salad,1,5.0,5.0,Cash,In-store,2023-07-31
838,TXN_3427754,Smoothie,2,4.0,8.0,Digital Wallet,Takeaway,2023-08-06
839,TXN_3430842,Cookie,2,1.0,2.0,Cash,Takeaway,2023-08-02
840,TXN_3431526,Cookie,3,1.0,3.0,Credit Card,Takeaway,2023-12-27
841,TXN_3432433,Cookie,5,1.0,5.0,Cash,In-store,2023-02-19
842,TXN_3434549,Sandwich,5,4.0,20.0,Credit Card,Takeaway,2023-05-25
843,TXN_3435509,Sandwich,1,4.0,4.0,Cash,Takeaway,2023-08-19
844,TXN_3436462,Salad,2,5.0,10.0,Credit Card,In-store,2023-06-29
845,TXN_3450160,Cake,4,3.0,12.0,Credit Card,In-store,2023-10-23
846,TXN_3454881,Salad,1,5.0,5.0,Cash,In-store,2023-11-29
847,TXN_3455103,Salad,1,5.0,5.0,Digital Wallet,Takeaway,2023-04-22
848,TXN_3455702,Salad,1,5.0,5.0,Cash,Takeaway,2023-03-23
849,TXN_3456748,Juice,2,3.0,6.0,Cash,In-store,2023-01-30
850,TXN_3458602,Cake,2,3.0,6.0,Cash,In-store,2023-11-18
851,TXN_3460926,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-03-25
852,TXN_3461209,Juice,4,3.0,12.0,Credit Card,In-store,2023-04-26
853,TXN_3462602,Cake,3,3.0,9.0,Credit Card,In-store,2023-08-27
854,TXN_3463337,Juice,5,3.0,15.0,Credit Card,In-store,2023-09-20
855,TXN_3463568,Salad,2,5.0,10.0,Digital Wallet,In-store,2023-04-12
856,TXN_3465980,Cookie,4,1.0,4.0,Cash,Takeaway,2023-07-08
857,TXN_3466686,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-09-03
858,TXN_3467985,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-12-10
859,TXN_3468006,Smoothie,3,4.0,12.0,Credit Card,Takeaway,2023-07-28
860,TXN_3469469,Cookie,1,1.0,1.0,Digital Wallet,In-store,2023-10-25
861,TXN_3471223,Coffee,1,2.0,2.0,Digital Wallet,In-store,2023-10-08
862,TXN_3472433,Coffee,4,2.0,8.0,Credit Card,Takeaway,2023-10-29
863,TXN_3472707,Sandwich,2,4.0,8.0,Cash,Takeaway,2023-03-26
864,TXN_3478169,Juice,2,3.0,6.0,Cash,In-store,2023-02-03
865,TXN_3478329,Tea,3,1.5,4.5,Digital Wallet,In-store,2023-10-29
866,TXN_3481470,Salad,4,5.0,20.0,Credit Card,In-store,2023-12-24
867,TXN_3483911,Salad,1,5.0,5.0,Digital Wallet,Takeaway,2023-07-10
868,TXN_3484276,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-06-14
869,TXN_3488082,Sandwich,1,4.0,4.0,Digital Wallet,In-store,2023-04-12
870,TXN_3493951,Smoothie,5,4.0,20.0,Cash,Takeaway,2023-08-20
871,TXN_3494014,Cake,1,3.0,3.0,Credit Card,In-store,2023-06-09
872,TXN_3494191,Smoothie,2,4.0,8.0,Credit Card,In-store,2023-01-08
873,TXN_3499226,Juice,1,3.0,3.0,Credit Card,Takeaway,2023-09-08
874,TXN_3499910,Cookie,4,1.0,4.0,Credit Card,Takeaway,2023-09-29
875,TXN_3509609,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-12-25
876,TXN_3514492,Juice,3,3.0,9.0,Digital Wallet,In-store,2023-02-23
877,TXN_3515664,Coffee,2,2.0,4.0,Cash,Takeaway,2023-09-25
878,TXN_3516263,Cake,2,3.0,6.0,Digital Wallet,In-store,2023-09-23
879,TXN_3518789,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,2023-12-01
880,TXN_3520910,Salad,1,5.0,5.0,Credit Card,Takeaway,2023-05-06
881,TXN_3522385,Smoothie,4,4.0,16.0,Credit Card,Takeaway,2023-03-19
882,TXN_3526095,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-08-30
883,TXN_3529354,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-09-06
884,TXN_3530720,Smoothie,5,4.0,20.0,Digital Wallet,In-store,2023-10-18
885,TXN_3539062,Salad,2,5.0,10.0,Digital Wallet,In-store,2023-10-04
886,TXN_3541304,Sandwich,3,4.0,12.0,Cash,In-store,2023-04-22
887,TXN_3541337,Cookie,4,1.0,4.0,Digital Wallet,Takeaway,2023-09-01
888,TXN_3543930,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-10-10
889,TXN_3544380,Juice,1,3.0,3.0,Credit Card,In-store,2023-09-13
890,TXN_3546303,Tea,2,1.5,3.0,Digital Wallet,Takeaway,2023-09-11
891,TXN_3547569,Smoothie,4,4.0,16.0,Digital Wallet,In-store,2023-08-04
892,TXN_3551665,Juice,4,3.0,12.0,Credit Card,In-store,2023-04-06
893,TXN_3558795,Smoothie,1,4.0,4.0,Cash,In-store,2023-05-30
894,TXN_3560062,Cookie,1,1.0,1.0,Cash,In-store,2023-03-20
895,TXN_3561149,Juice,4,3.0,12.0,Digital Wallet,Takeaway,2023-05-20
896,TXN_3567645,Smoothie,4,4.0,16.0,Credit Card,Takeaway,2023-03-30
897,TXN_3572190,Coffee,5,2.0,10.0,Credit Card,Takeaway,2023-03-05
898,TXN_3577683,Cookie,2,1.0,2.0,Digital Wallet,In-store,2023-09-17
899,TXN_3585602,Juice,2,3.0,6.0,Cash,In-store,2023-04-17
900,TXN_3587915,Salad,2,5.0,10.0,Digital Wallet,Takeaway,2023-06-24
901,TXN_3587916,Salad,3,5.0,15.0,Cash,In-store,2023-07-09
902,TXN_3589218,Salad,2,5.0,10.0,Credit Card,In-store,2023-06-21
903,TXN_3594827,Juice,5,3.0,15.0,Digital Wallet,In-store,2023-03-09
904,TXN_3595118,Juice,2,3.0,6.0,Cash,In-store,2023-02-03
905,TXN_3595735,Tea,4,1.5,6.0,Digital Wallet,Takeaway,2023-03-26
906,TXN_3602272,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-02-15
907,TXN_3604017,Cake,4,3.0,12.0,Digital Wallet,In-store,2023-09-21
908,TXN_3607652,Salad,4,5.0,20.0,Digital Wallet,In-store,2023-06-05
909,TXN_3608237,Salad,1,5.0,5.0,Digital Wallet,Takeaway,2023-11-26
910,TXN_3617989,Sandwich,3,4.0,12.0,Credit Card,Takeaway,2023-09-29
911,TXN_3619141,Cookie,4,1.0,4.0,Digital Wallet,In-store,2023-09-30
912,TXN_3620110,Coffee,1,2.0,2.0,Digital Wallet,Takeaway,2023-06-01
913,TXN_3620122,Sandwich,1,4.0,4.0,Cash,In-store,2023-05-06
914,TXN_3620213,Coffee,2,2.0,4.0,Credit Card,In-store,2023-09-09
915,TXN_3629728,Smoothie,1,4.0,4.0,Digital Wallet,Takeaway,2023-03-11
916,TXN_3633955,Sandwich,4,4.0,16.0,Cash,In-store,2023-09-20
917,TXN_3635628,Sandwich,3,4.0,12.0,Digital Wallet,In-store,2023-10-28
918,TXN_3639760,Cake,5,3.0,15.0,Credit Card,Takeaway,2023-01-29
919,TXN_3643348,Sandwich,4,4.0,16.0,Digital Wallet,In-store,2023-09-06
920,TXN_3644269,Cookie,5,1.0,5.0,Credit Card,Takeaway,2023-09-26
921,TXN_3645674,Tea,4,1.5,6.0,Cash,Takeaway,2023-07-18
922,TXN_3648327,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-08-17
923,TXN_3651337,Smoothie,4,4.0,16.0,Cash,In-store,2023-10-25
924,TXN_3651743,Cake,5,3.0,15.0,Cash,In-store,2023-04-24
925,TXN_3653328,Cookie,4,1.0,4.0,Digital Wallet,In-store,2023-06-27
926,TXN_3653560,Coffee,4,2.0,8.0,Digital Wallet,Takeaway,2023-07-01
927,TXN_3654670,Juice,1,3.0,3.0,Credit Card,Takeaway,2023-06-14
928,TXN_3655322,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-10-03
929,TXN_3660227,Juice,4,3.0,12.0,Credit Card,Takeaway,2023-05-13
930,TXN_3663712,Tea,4,1.5,6.0,Digital Wallet,Takeaway,2023-09-22
931,TXN_3666858,Cake,4,3.0,12.0,Credit Card,In-store,2023-12-27
932,TXN_3669068,Cake,5,3.0,15.0,Cash,Takeaway,2023-01-17
933,TXN_3669866,Tea,3,1.5,4.5,Digital Wallet,In-store,2023-05-10
934,TXN_3669990,Tea,2,1.5,3.0,Cash,Takeaway,2023-01-27
935,TXN_3670476,Tea,3,1.5,4.5,Cash,Takeaway,2023-03-25
936,TXN_3680192,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-05-20
937,TXN_3691228,Cake,3,3.0,9.0,Cash,Takeaway,2023-10-26
938,TXN_3695238,Salad,5,5.0,25.0,Cash,Takeaway,2023-04-20
939,TXN_3696194,Salad,2,5.0,10.0,Credit Card,In-store,2023-11-27
940,TXN_3703964,Sandwich,2,4.0,8.0,Credit Card,Takeaway,2023-09-23
941,TXN_3706167,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-10-02
942,TXN_3706457,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-07-18
943,TXN_3709394,Juice,4,3.0,12.0,Cash,Takeaway,2023-01-15
944,TXN_3709853,Smoothie,2,4.0,8.0,Credit Card,Takeaway,2023-08-21
945,TXN_3709876,Coffee,1,2.0,2.0,Credit Card,Takeaway,2023-11-04
946,TXN_3711712,Salad,5,5.0,25.0,Digital Wallet,In-store,2023-08-20
947,TXN_3720223,Cake,4,3.0,12.0,Cash,Takeaway,2023-10-22
948,TXN_3723007,Tea,3,1.5,4.5,Digital Wallet,In-store,2023-05-18
949,TXN_3725837,Coffee,5,2.0,10.0,Cash,In-store,2023-10-22
950,TXN_3729074,Salad,3,5.0,15.0,Credit Card,In-store,2023-04-15
951,TXN_3730415,Cake,4,3.0,12.0,Credit Card,Takeaway,2023-04-09
952,TXN_3733753,Sandwich,1,4.0,4.0,Digital Wallet,Takeaway,2023-03-10
953,TXN_3736798,Coffee,4,2.0,8.0,Digital Wallet,In-store,2023-07-01
954,TXN_3740963,Salad,2,5.0,10.0,Digital Wallet,Takeaway,2023-01-22
955,TXN_3745153,Smoothie,4,4.0,16.0,Digital Wallet,In-store,2023-06-30
956,TXN_3746260,Smoothie,5,4.0,20.0,Digital Wallet,Takeaway,2023-08-26
957,TXN_3748616,Coffee,2,2.0,4.0,Credit Card,In-store,2023-12-09
958,TXN_3752448,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-05-16
959,TXN_3755657,Smoothie,2,4.0,8.0,Digital Wallet,In-store,2023-03-24
960,TXN_3758250,Salad,3,5.0,15.0,Cash,In-store,2023-09-08
961,TXN_3760598,Cake,3,3.0,9.0,Digital Wallet,In-store,2023-10-24
962,TXN_3779292,Salad,2,5.0,10.0,Credit Card,In-store,2023-12-30
963,TXN_3779320,Tea,4,1.5,6.0,Credit Card,In-store,2023-03-27
964,TXN_3779366,Cookie,1,1.0,1.0,Digital Wallet,In-store,2023-04-15
965,TXN_3779640,Tea,1,1.5,1.5,Digital Wallet,In-store,2023-05-16
966,TXN_3781198,Cake,3,3.0,9.0,Digital Wallet,In-store,2023-11-04
967,TXN_3785678,Tea,1,1.5,1.5,Credit Card,Takeaway,2023-03-13
968,TXN_3786188,Tea,3,1.5,4.5,Credit Card,In-store,2023-10-20
969,TXN_3787234,Tea,2,1.5,3.0,Digital Wallet,In-store,2023-03-15
970,TXN_3787265,Salad,1,5.0,5.0,Credit Card,In-store,2023-12-16
971,TXN_3792125,Salad,5,5.0,25.0,Credit Card,In-store,2023-08-25
972,TXN_3792683,Salad,4,5.0,20.0,Digital Wallet,In-store,2023-08-06
973,TXN_3794585,Sandwich,1,4.0,4.0,Credit Card,In-store,2023-02-10
974,TXN_3800253,Cake,2,3.0,6.0,Cash,Takeaway,2023-01-15
975,TXN_3801179,Juice,2,3.0,6.0,Cash,In-store,2023-12-07
976,TXN_3801485,Coffee,5,2.0,10.0,Credit Card,In-store,2023-11-10
977,TXN_3801966,Sandwich,4,4.0,16.0,Digital Wallet,In-store,2023-01-14
978,TXN_3808639,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-12-15
979,TXN_3808895,Salad,2,5.0,10.0,Cash,In-store,2023-07-13
980,TXN_3818464,Cake,2,3.0,6.0,Cash,In-store,2023-03-02
981,TXN_3819405,Juice,4,3.0,12.0,Digital Wallet,In-store,2023-02-16
982,TXN_3822036,Smoothie,3,4.0,12.0,Credit Card,Takeaway,2023-05-07
983,TXN_3826038,Salad,1,5.0,5.0,Cash,Takeaway,2023-10-20
984,TXN_3829165,Juice,4,3.0,12.0,Cash,In-store,2023-06-15
985,TXN_3833729,Smoothie,4,4.0,16.0,Digital Wallet,In-store,2023-11-13
986,TXN_3839691,Coffee,4,2.0,8.0,Credit Card,In-store,2023-02-13
987,TXN_3842567,Salad,1,5.0,5.0,Credit Card,In-store,2023-03-13
988,TXN_3842766,Tea,3,1.5,4.5,Credit Card,In-store,2023-03-24
989,TXN_3847405,Sandwich,1,4.0,4.0,Digital Wallet,Takeaway,2023-06-15
990,TXN_3851247,Cake,1,3.0,3.0,Credit Card,In-store,2023-11-23
991,TXN_3851928,Juice,3,3.0,9.0,Credit Card,In-store,2023-02-07
992,TXN_3852141,Cake,5,3.0,15.0,Credit Card,In-store,2023-08-04
993,TXN_3854285,Salad,3,5.0,15.0,Cash,Takeaway,2023-07-18
994,TXN_3855408,Cookie,1,1.0,1.0,Cash,Takeaway,2023-06-02
995,TXN_3857960,Salad,4,5.0,20.0,Cash,In-store,2023-04-26
996,TXN_3863163,Cookie,3,1.0,3.0,Digital Wallet,Takeaway,2023-10-12
997,TXN_3865641,Cake,5,3.0,15.0,Digital Wallet,In-store,2023-09-15
998,TXN_3866162,Cake,5,3.0,15.0,Cash,Takeaway,2023-06-08
999,TXN_3868402,Coffee,3,2.0,6.0,Cash,In-store,2023-01-21
1000,TXN_3875049,Tea,2,1.5,3.0,Digital Wallet,Takeaway,2023-09-15
1001,TXN_3877643,Juice,4,3.0,12.0,Cash,In-store,2023-11-15
1002,TXN_3880494,Sandwich,4,4.0,16.0,Cash,Takeaway,2023-12-17
1003,TXN_3884527,Sandwich,1,4.0,4.0,Digital Wallet,In-store,2023-06-06
1004,TXN_3884995,Juice,5,3.0,15.0,Cash,In-store,2023-12-25
1005,TXN_3886583,Tea,3,1.5,4.5,Digital Wallet,In-store,2023-05-03
1006,TXN_3888864,Sandwich,1,4.0,4.0,Credit Card,In-store,2023-10-13
1007,TXN_3894173,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-10-07
1008,TXN_3897619,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-02-24
1009,TXN_3898445,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-06-17
1010,TXN_3898665,Sandwich,2,4.0,8.0,Cash,Takeaway,2023-03-07
1011,TXN_3901665,Juice,1,3.0,3.0,Credit Card,Takeaway,2023-10-19
1012,TXN_3910230,Sandwich,5,4.0,20.0,Cash,Takeaway,2023-01-05
1013,TXN_3910293,Cake,4,3.0,12.0,Cash,In-store,2023-01-30
1014,TXN_3912727,Tea,5,1.5,7.5,Digital Wallet,Takeaway,2023-04-13
1015,TXN_3912836,Salad,1,5.0,5.0,Credit Card,In-store,2023-11-23
1016,TXN_3915802,Coffee,3,2.0,6.0,Cash,Takeaway,2023-12-16
1017,TXN_3917193,Juice,5,3.0,15.0,Credit Card,Takeaway,2023-11-17
1018,TXN_3918998,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-12-18
1019,TXN_3919225,Cake,2,3.0,6.0,Cash,In-store,2023-03-26
1020,TXN_3919995,Tea,3,1.5,4.5,Cash,Takeaway,2023-01-26
1021,TXN_3920273,Smoothie,4,4.0,16.0,Digital Wallet,In-store,2023-09-05
1022,TXN_3920436,Juice,2,3.0,6.0,Digital Wallet,In-store,2023-11-19
1023,TXN_3924170,Tea,3,1.5,4.5,Credit Card,In-store,2023-08-07
1024,TXN_3925836,Cookie,3,1.0,3.0,Digital Wallet,In-store,2023-02-16
1025,TXN_3927733,Salad,5,5.0,25.0,Credit Card,Takeaway,2023-01-20
1026,TXN_3930990,Tea,4,1.5,6.0,Digital Wallet,Takeaway,2023-02-27
1027,TXN_3936883,Coffee,2,2.0,4.0,Digital Wallet,In-store,2023-09-08
1028,TXN_3937788,Smoothie,1,4.0,4.0,Cash,In-store,2023-06-27
1029,TXN_3949676,Juice,4,3.0,12.0,Credit Card,In-store,2023-12-21
1030,TXN_3956393,Cookie,4,1.0,4.0,Credit Card,In-store,2023-01-14
1031,TXN_3963927,Sandwich,4,4.0,16.0,Credit Card,In-store,2023-01-03
1032,TXN_3964398,Cake,4,3.0,12.0,Credit Card,Takeaway,2023-10-20
1033,TXN_3964550,Tea,3,1.5,4.5,Credit Card,Takeaway,2023-06-09
1034,TXN_3970335,Juice,5,3.0,15.0,Digital Wallet,Takeaway,2023-09-01
1035,TXN_3971440,Cake,4,3.0,12.0,Digital Wallet,Takeaway,2023-10-22
1036,TXN_3974663,Juice,3,3.0,9.0,Cash,Takeaway,2023-10-02
1037,TXN_3978874,Smoothie,5,4.0,20.0,Credit Card,In-store,2023-03-13
1038,TXN_3981000,Tea,1,1.5,1.5,Digital Wallet,In-store,2023-05-24
1039,TXN_3981449,Smoothie,2,4.0,8.0,Cash,In-store,2023-06-21
1040,TXN_3984842,Tea,4,1.5,6.0,Credit Card,Takeaway,2023-03-22
1041,TXN_3985920,Salad,5,5.0,25.0,Digital Wallet,In-store,2023-03-29
1042,TXN_3986639,Salad,1,5.0,5.0,Credit Card,In-store,2023-10-09
1043,TXN_3986876,Cake,3,3.0,9.0,Cash,Takeaway,2023-11-06
1044,TXN_3994585,Cake,3,3.0,9.0,Digital Wallet,In-store,2023-07-24
1045,TXN_3995266,Sandwich,1,4.0,4.0,Credit Card,In-store,2023-04-21
1046,TXN_4002629,Cake,5,3.0,15.0,Credit Card,In-store,2023-06-15
1047,TXN_4003040,Cookie,4,1.0,4.0,Credit Card,In-store,2023-09-12
1048,TXN_4005014,Sandwich,1,4.0,4.0,Digital Wallet,Takeaway,2023-07-10
1049,TXN_4006067,Juice,4,3.0,12.0,Cash,Takeaway,2023-01-30
1050,TXN_4008135,Cookie,5,1.0,5.0,Cash,Takeaway,2023-11-25
1051,TXN_4019040,Tea,1,1.5,1.5,Cash,In-store,2023-02-01
1052,TXN_4020100,Cookie,1,1.0,1.0,Cash,In-store,2023-08-09
1053,TXN_4026277,Tea,3,1.5,4.5,Digital Wallet,In-store,2023-08-27
1054,TXN_4028494,Cake,3,3.0,9.0,Digital Wallet,In-store,2023-10-22
1055,TXN_4030197,Salad,3,5.0,15.0,Credit Card,Takeaway,2023-03-05
1056,TXN_4030519,Smoothie,2,4.0,8.0,Digital Wallet,Takeaway,2023-01-22
1057,TXN_4031726,Cake,4,3.0,12.0,Credit Card,Takeaway,2023-11-22
1058,TXN_4033802,Tea,3,1.5,4.5,Cash,Takeaway,2023-03-02
1059,TXN_4033888,Sandwich,2,4.0,8.0,Cash,In-store,2023-02-04
1060,TXN_4036747,Smoothie,1,4.0,4.0,Cash,Takeaway,2023-05-27
1061,TXN_4039864,Cake,2,3.0,6.0,Cash,In-store,2023-07-24
1062,TXN_4040941,Cookie,1,1.0,1.0,Cash,In-store,2023-02-20
1063,TXN_4046095,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-10-12
1064,TXN_4048690,Cake,3,3.0,9.0,Cash,In-store,2023-09-06
1065,TXN_4059695,Salad,3,5.0,15.0,Cash,Takeaway,2023-12-30
1066,TXN_4060215,Salad,3,5.0,15.0,Credit Card,In-store,2023-01-12
1067,TXN_4060332,Smoothie,3,4.0,12.0,Credit Card,Takeaway,2023-07-10
1068,TXN_4060538,Cake,2,3.0,6.0,Digital Wallet,Takeaway,2023-09-08
1069,TXN_4062634,Salad,2,5.0,10.0,Credit Card,In-store,2023-04-05
1070,TXN_4062737,Cake,3,3.0,9.0,Cash,In-store,2023-07-02
1071,TXN_4064245,Juice,3,3.0,9.0,Credit Card,Takeaway,2023-02-20
1072,TXN_4064310,Tea,4,1.5,6.0,Cash,Takeaway,2023-07-24
1073,TXN_4064326,Cookie,2,1.0,2.0,Cash,Takeaway,2023-01-07
1074,TXN_4075432,Sandwich,5,4.0,20.0,Cash,In-store,2023-09-12
1075,TXN_4077799,Cake,4,3.0,12.0,Digital Wallet,Takeaway,2023-08-12
1076,TXN_4082099,Juice,2,3.0,6.0,Credit Card,In-store,2023-06-01
1077,TXN_4083872,Salad,2,5.0,10.0,Digital Wallet,Takeaway,2023-08-05
1078,TXN_4084052,Juice,2,3.0,6.0,Digital Wallet,In-store,2023-06-30
1079,TXN_4084548,Salad,2,5.0,10.0,Cash,In-store,2023-07-21
1080,TXN_4088917,Coffee,3,2.0,6.0,Cash,Takeaway,2023-02-04
1081,TXN_4089355,Salad,2,5.0,10.0,Credit Card,Takeaway,2023-02-18
1082,TXN_4090464,Sandwich,5,4.0,20.0,Cash,Takeaway,2023-01-16
1083,TXN_4092551,Juice,5,3.0,15.0,Credit Card,Takeaway,2023-10-11
1084,TXN_4095768,Salad,5,5.0,25.0,Digital Wallet,In-store,2023-06-18
1085,TXN_4096757,Salad,5,5.0,25.0,Credit Card,In-store,2023-07-20
1086,TXN_4105487,Sandwich,4,4.0,16.0,Digital Wallet,In-store,2023-04-13
1087,TXN_4107857,Tea,1,1.5,1.5,Credit Card,Takeaway,2023-01-29
1088,TXN_4108567,Coffee,2,2.0,4.0,Cash,Takeaway,2023-08-14
1089,TXN_4117627,Cake,3,3.0,9.0,Credit Card,In-store,2023-06-22
1090,TXN_4118960,Smoothie,5,4.0,20.0,Credit Card,Takeaway,2023-09-24
1091,TXN_4119210,Tea,3,1.5,4.5,Cash,In-store,2023-05-02
1092,TXN_4130343,Coffee,4,2.0,8.0,Credit Card,In-store,2023-12-08
1093,TXN_4134253,Tea,4,1.5,6.0,Cash,In-store,2023-10-07
1094,TXN_4134478,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-06-25
1095,TXN_4134594,Sandwich,3,4.0,12.0,Digital Wallet,In-store,2023-09-27
1096,TXN_4135134,Cookie,5,1.0,5.0,Credit Card,Takeaway,2023-08-11
1097,TXN_4138399,Cookie,5,1.0,5.0,Credit Card,Takeaway,2023-07-03
1098,TXN_4139983,Tea,5,1.5,7.5,Cash,Takeaway,2023-10-16
1099,TXN_4141941,Coffee,2,2.0,4.0,Digital Wallet,In-store,2023-05-18
1100,TXN_4142781,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-01-30
1101,TXN_4143264,Salad,1,5.0,5.0,Credit Card,Takeaway,2023-08-17
1102,TXN_4146795,Tea,5,1.5,7.5,Cash,In-store,2023-10-29
1103,TXN_4147675,Tea,2,1.5,3.0,Credit Card,In-store,2023-01-04
1104,TXN_4152991,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-12-17
1105,TXN_4157300,Tea,4,1.5,6.0,Cash,Takeaway,2023-09-23
1106,TXN_4158904,Juice,2,3.0,6.0,Digital Wallet,In-store,2023-01-31
1107,TXN_4168628,Tea,4,1.5,6.0,Digital Wallet,In-store,2023-04-27
1108,TXN_4178488,Sandwich,3,4.0,12.0,Cash,In-store,2023-05-08
1109,TXN_4179561,Cookie,2,1.0,2.0,Digital Wallet,In-store,2023-11-12
1110,TXN_4179583,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-06-13
1111,TXN_4183705,Tea,2,1.5,3.0,Credit Card,In-store,2023-11-23
